1,MARCA/MODELO,COR/MILHAR,ANO,ART,DATA,RAI RECUPERAÇÃO,DATA,,,,,,,
8402-DKP,CITROEN/ C3 ,CINZA/3346,04/04,155,22/03,40872941,2203/2025,,,,,,,
8421-NJY,HONDA/CBX 250 TWISTER,AMRL/1335,44415,155,14/12,22507500,16/12/21,,,,,,,
8425-NGE,HONDA /CG 150 TITAN,VERM/2371,44353,155,29/12,22732450,01/01/22,,,,,,,
8463-KCP,FORD/PAMPA 1.8 L,PRETA/0890,96/96,155,10/08,261737773,23/08/22,,,,,,,
8562-OMW,HONDA/BIZ 125 EX,VERM/5980,13/13,155,22/12,39770604,14/01/25,,,,,,,
8577-OHA,VW/SAVEIRO CROSS,PRATA/2274,44906,155,13/1,22886473,13/01/22,,,,,,,
8615-ONR,HONDA CG 15 TITAN,BRANC/6162,13/14,157,25/12,33494139,25/12/23,,,,,,,
8634-KEN,HONDA / TITAN 125 KS,VERM/9431,2/2,155,25/12,39515188,27/12/24,,,,,,,
8643-NGJ,HONDA/CG 150 TITAN ESD,VERM/2323,44353,157,22/11,22159791,23/11/21,,,,,,,
8644-NKW,HONDA/CG 150 TITAN ESD,PRETA/9791,08/08,155,19/06,30628699,20/06/23,,,,,,,
8653-NGK,SCANIA/P 420 B8X4,BRANCA/2932,43747,157,22/2,9408743,10/05/19,,,,,,,
8670-NFM,SHINERAY XY 150GY,PRETA/7566,12/13,155,29/6,15465864,27/02/19,,,,,,,
8682-NGZ,SR/FACCHINI SRF LOED,CINZA/8225,15/15,157,25/10,8119462,30/06/20,,,,,,,
8696-NKC,HONDA/CG 125 FAN,AZUL/1078,44258,155,23/4,20315274,17/07/21,,,,,,,
8696-ONE ,SR/FACCHINI SRF PS,AMARELA/7859,12/13,157,27/11,8499319,25/10/18,,,,,,,
8716-ECW,HONDA/CG 15 TITAN KS,PRETA/5025,44416,155,3/12,22385021,08/12/21,,,,,,,
8746-NGQ,HONDA/ CG 150 TITAN ,PRETA/2082,07/08,155,03/04,29918667,05/05/23,,,,,,,
8773-NFC,FORD ECOSPORT XLT,Azul/9446,04/04,155,30/09,38105791,30/09/24,,,,,,,
8773-PRJ,CHEVROLET/ONIX,BRANCA/2483,17/18,155,01/01,33628457,03/01/24,,,,,,,
8776-JHE,FORD/ECOSPORT,PRATA/2497,06/07,155,20/05,24807541,22/05/22,,,,,,,
8776-NVP,SR/GUERRA AG GR,BRANCA/0692,07/08,157,14/10,16758722,29/11/18,,,,,,,
8784-JKK,SUZUKI/JTA INTRUDER 250 ,MARROM/9142,43466,155,4/6,10634931,14/10/20,,,,,,,
8804-KEJ,REBOQUE,PRATA/6267,01/01,155,23/03,23919116,29/03/22,,,,,,,
8821-JEC,VW/SAVEIRO CL,VERM/5663,95/96,155,08/05,24708189,14/05/22,,,,,,,
8835-OGH,TOYOTA / HILUX SWSRVA2HF,BRANCA/1331,18/19,157,3/1,8849441,04/06/19,,,,,,,
8879-KBC,TOYOTA HILUX STD 4X4,BRANCA/9085,13,157,13/9,12461742,04/01/19,,,,,,,
8900-OGR,TOYOTA/HILUX CD4X4 SRV,BRANCA/2589,14/14,157,14/10,10199660,24/10/19,,,,,,,
8906-CBN,FORD/ESCORT 1.6 GL,CINZA/8641,95/95,155,16/05,25209073,17/06/22,,,,,,,
8911-OMP,TOYOTA/HILUX SRV,PRETA/9097,44019,157,26/10,17156434,03/05/19,,,,,,,
8919-NKD,SUNDOWN/MAX 125 SE,PRETA/4896,44050,155,16/12,17984633,23/01/21,,,,,,,
8925-JJL,FORD/FIESTA 1.6 FLEX,PRATA,11/12,157,21/3,14305393,22/03/20,,,,,,,
8930-FZJ,VW GOLF,PRATA/3568,43862,155,19/10,16823029,10/12/19,,,,,,,
8939-OHA,VW/ NOVO VOYAGE TL MBV,BRANCA/6843,17/17,155,23/7,16267127,21/10/20,,,,,,,
8941- NFZ,HONDA/CG 125 FAN ,PRETA/2700,06/06,155,07/04,24152489,07/04/22,,,,,,,
8948-QUZ,VW/ POLO SEDAN 1.6,PRETA/9488,06/07,157,18/3,14286891,05/09/20,,,,,,,
8953-JKN,HONDA/CB 300R,AMARE/7473,13/13,155,28/5,19650538,30/05/21,,,,,,,
8A04-ONT,FIAT / FIORINO ,BRANCA/2703,,155,29/11,33826622,15/01/24,,,,,,,
8B03-RBW,VW/UP XTREME ,BRANC/ 9791,19/20,155,23/5,19553814,23/05/21,,,,,,,
8B46-RBN,VW/POLO MF ,BRANCA/3237,20/21,157,12/11,17040549,19/03/20,,,,,,,
8B63-REM,TOYOTA/CCROSS XRX H.,PRETA/1060,21/22,155,22/12,DESACORDO COMERCIAL ,22/12/21,,,,,,,
8B94-OMW,FIAT/ UNO SPORTING,PRETA/6605,13/13,157,19/3,18697409,19/03/21,,,,,,,
8B95-NRT,HONDA/CG 150 FAN ESDI,PRETA/0807,12/12,157,21/08,37487434,26/08/24,,,,,,,
8C41-NFP,HONDA/CG 150 TITAN ES,VERME/3002,05 / 05,157,05/07,25488380,06/07/22,,,,,,,
8C47-NLL NERÓPOLIS,HONDA/CG 125 FAN KS,PRETA/1242,10/10,155,17/03,29192137,,,,,,,,
8C96-PQJ,HONDA/ BIZ 125 EX,VERM/1740,15/15,155,31/12,,01/01/25,,,,,,,
8E43-OGU,HONDA/150 FAN,VERM/5262,12/12,155,03/12,28160914,10/01/23,,,,,,,
8E71-JKA,YAMAHA/FAZER YS 250,VERME/5226,12/13,155,12/09,24493658,13/09/22,,,,,,,
8E97-QUA,HYUNDAI HB 20,PRATA/2956,19/19,157,14/5,19477781,18/05/21,,,,,,,
8F04-OOP(FLORIANOPOLIS),FIAT/SIENA ATTRACTIV ,PRATA/9433,15/15,157,22/11,33017230,25/11/23,,,,,,,
8F09-OZX,CHEVROLET/S10 LTZ FD2,PRETA/6193,14/14,157,03/07,,03/07/22,,,,,,,
8F48-NFF,HONDA/C100 BIZ,VERM/3291,3/4,155,08/12,27779069,12/12/22,,,,,,,
8G32-HSM,HONDA/C100 BIZ ES,PRETA/2281,05/05,155,06/09,26399810,07/09,,,,,,,
8G70-NFM,HONDA/C100 BIZ ,AZUL/4712,04/05,155,21/11,32975939,22/11/23,,,,,,,
8G74-ESC,HONDA/CG150 FAN ESDI,PRATA/6861,11/11,155,11/11,38882453,19/11/24,,,,,,,
8G79-KAH,HONDA /CG 125 FAN,PRETA/8893,45449,168,18/05,35875708,20/05/24,,,,,,,
8G95-OAT,HONDA/CG 125 FAN KS,VERME/5608,11/11,155,08/04,29496538,10/04/23,,,,,,,
8H73-NKH,FIAT/PALIO FIRE FLEX,PTATA/3688,08/08,157,10/05,30023840,11/05/23,,,,,,,
8H77-HIG,GM/S10 COLINA S,PRATA/3436,09/10,157,04/01,,,,,,,,,
8I05-KDQ (NEROPOLIS),VW GOL 16V ,AZUL/8141,98/98,155,10/04,29528983,11/04/23,,,,,,,
8J82-PAQ,VW/UP TAKE MA,BRANC/0314,16/16,157,2/2,23170269,02/02/22,,,,,,,
9010-KEA,HONDA/C100 BIZ ES,VERDE,00/00,155,3/8,11401748,04/08/19,,,,,,,
9022-NLD,VW/FOX 1.6 GII,BRANCA/7415,11/12,157,23/1,11273059,19/10/19,,,,,,,
9023-MWG,YAMAHA/ 125K ,PRETA/3137,07/07,155,18/06,36367465,19/06/24,,,,,,,
9051-KCY,HONDA/CG 125 TITAN,VERME/5601,97/97,155,16/02,NAO ENCONTRADO,17/02/25,,,,,,,
9065-JGI,FIAT/PALIO EX ,PRATA/3385,03/ 03,155,03/07,25480958,05/07/22,,,,,,,
9087-PRJ,HONDA/CG 160 TITAN,VERM/8779,18/19,155,31/03,24115315,05/04/22,,,,,,,
9100-HEY,AUDI/A3 1.8T,PRATA,44321,155,11/3,15159920,25/07/19,,,,,,,
9101-ONU,HONDA/150 FAN ESDI,VERME/1376,14/14,155,29/12,17816939,03/06/20,,,,,,,
9102-NGQ,VW/FOX 1.6 GII ,PRATA/6940,43780,157,17/3,9642900,10/01/21,,,,,,,
9116-NKU,HONDA/CG 125 FAN KS,VERM/2045,09/10,155,6/1,17966989,22/01/21,,,,,,,
9124-NGK,HONDA/ CG 150 TITAN ,VERM/4449,06/06,155,22/08,15-09,37825065,,,,,,,
9125-NKZ,HONDA / CG 125 FAN ,PRETA/0760,08/08,155,21/11,22157293,22/03/22,,,,,,,
9125-PQZ,VW/FOX 1.6 PLUS,PRETA/8603,43685,157,21/4,10048036,19/03/19,,,,,,,
9134-JEF,VW/GOL 1.0,PRATA/5906,43653,157,13/3,9580003,21/04/19,,,,,,,
9173-KEI,VW/GOL 1.0,PRETA/8417,11/11,157,23/1,13814234,15/03/19,,,,,,,
9177-PQY,VW/GOL 1.0 GIV,BRANCA/2559,12/13,155,10/11,12690468,12/02/20,,,,,,,
9179-KFB,HONDA/CBX 250 TWISTER ,VERM/5422,02/03,157,01/07,25427577,02/07/22,,,,,,,
9179-ONU,VW/GOL 1.0 PLUS,CINZA/2802,00/01,155,10/2,13806009,11/11/19,,,,,,,
9194-DJJ,HONDA BIZ/C100 ES,VERM,04/04,155,6/4,14597042,11/02/20,,,,,,,
9195-JGE,FIAT / UNO MILLE FIRE,BRANCA/7822,44594,157,21/2,23693811,08/03/22,,,,,,,
9213-NBN,VW/GOL 1.6 RALLYE,BRANCA/3695,43445,157,22/10,8512680,17/04/20,,,,,,,
9223-JIE,VW/GOL 1000,PRATA/6208,94/95,155,5/6,15545249,30/11/18,,,,,,,
9246-JJP,HONDA/CG 125 TITAN,VERM/8138,02/02,155,13/2,34318901,15/02/24,,,,,,,
9248-KEE,HONDA/C100 BIZ ES,VERM,00/00,155,3/3,14075510,03/03/20,,,,,,,
9263-KEZ,HONDA C/100 BIZ ,PRATA/3048,3/3,155,06/08,25921199,06/08/22,,,,,,,
9266-PZM,VW/GOL CL,BRANCA/3237,94/94,155,28/1,13641968,08/07/20,,,,,,,
9278-KBA,HONDA/CBX 150 AERO,VERM/2907,92/92,155,09/12,33273536,12/12/23,,,,,,,
9284-OOF,HONDA/CG 15 TITAN,VERME/8919,14/14,157,15/4,19069954,17/04/21,,,,,,,
9287-OMR,VW/GOL CL ,BEGE,90,155,28/10,12511780,29/01/20,,,,,,,
9299-KCL,FORD/DEL REY,CINZA/7016,84/84,155,17/11,17334393,28/10/19,,,,,,,
9316-JJE,VW/GOL CL 1.8,BRANC/5401,94/94,155,4/7,15544712,02/12/20,,,,,,,
9317-OZW,VW/GOL CLI 1.8 ,PRTATA/8697,95/95,155,25/8,11674259,06/07/20,,,,,,,
9334-NFW,HONDA/C 100 BIZ,VERM/7826,43956,155,16/10,20460380,27/07/21,,,,,,,
9354-ONZ,FIAT/PALIO FIRE WAY ,BRANCA/2270,14/15,155,08/05,30012057,11/05/23,,,,,,,
9357-OBJ,HONDA/CG125 FAN ES,PRETA/5677,12/13,157,07/12,27777653,09/12/22,,,,,,,
9397-NGQ,HONDA/CG 125 FAN,CINZA/5687,07/08,155,24/05,24897766,27/05/22,,,,,,,
9400-PQN,VW/GOL ESPECIAL,BRANC/0933,01/01,155,27/6,15589520,25/08/19,,,,,,,
9459-JJE,VW/GOL MI,AZUL/3335,97,157,3/10,12274536,10/07/20,,,,,,,
9461-OHA,VW / VOYAGE ,BRANCA/6540,45638,155,11/05,35869701,19/05/24,,,,,,,
9471-NWI,VW/GOL MIL,BRANCA/3359,93/94,155,5/1,13372464,09/10/19,,,,,,,
9478-CJW,VW/GOL SPECIAL,VERM/2194,43526,155,1/8,11520869,06/01/20,,,,,,,
9490-EVU,VW/GOL SPECIAL MB,VERMELHA/0518,15/16,157,13/3,9653916,14/08/19,,,,,,,
9492-NVT,VW/SAVEIRO 1.6 CE,PRETA/3776,44875,157,27/1,23097958,28/01/22,,,,,,,
9521-HAN,FORD/ FOCUS HATCH,PRETA/9625,44321,157,10/8,20718116,15/08/21,,,,,,,
9521-PQL,VW/UP TAKE MA,BRANCA/3095,15/16,155,6/5,19321194,07/05/21,,,,,,,
9526-NEW,VW/GOL TL MB S,BRANCA/8208,14/15,157,16/1,14008211,20/03/19,,,,,,,
9549-NWJ,FORD / FIESTA ,PRATA/7581,11/12,155,2/1,22746377,02/01/22,,,,,,,
9552-KDR,VW/NOVA SAVEIRO CE TROP,BRANCA/0984,13/14,157,2/11,16962888,26/02/20,,,,,,,
9555-NKT,HONDA/CG150 TITAN MIXESD,VERM,09/09,157,25/5,15101923,29/05/20,,,,,,,
9559-NFG,TOYOTA HILUX CD4X4 SRV,PRETA,07/07,157,26/10,17156434,18/11/20,,,,,,,
9563-NVQ,HONDA/BIZ 125 ES,ROSA/1194,44479,155,12/8,20724074,17/08/21,,,,,,,
9565-ONT,HONDA/BIZ 125 EX,BRANCA/4780,13/14,155,26/01,28396778,27/01/23,,,,,,,
9566-KEM,HONDA/CG 125 ES,VERM/9802,02/02,155,16/06,30871646,07/07/23,,,,,,,
9570-NKI,VW/SAVEIRO 1.6,BRANCA,09/09,155,13/8,16007026,15/08/20,,,,,,,
9617-KBL, HONDA/CBX 200 STRADA,VERM,94/94,155,17/8,11568299,20/08/19,,,,,,,
9624-KDU,VW/GOL SPECIAL,BRANC/7781,00/00,155,19/10,38380171,19/10/24,,,,,,,
9638 OMQ,HONDA BIZ 125,PRETO/1878,14/15,155,,21643944,18/10/21,,,,,,,
9648-KES,FIAT/ FIORINO IE,BRANCA/8118,02/02,155,08/12,39634716,05/01/25,,,,,,,
9663-NGR,VW/SAVEIRO 1.6 CE (CAMPO LIMPO),PRATA/6191,43779,157,20/4,10046559,15/08/20,,,,,,,
9674-HJS,HONDA / CG150 TITAN ES,PRETA,44083,155,12/12,17476207,21/04/19,,,,,,,
9674-NGN,HONDA/CG 150 TITAN KS,VERM/4836,06/06,155,25/12,2795615,27/12/22,,,,,,,
9687-NGR,HONDA/CG 150 TITAN ESD,VERM/2466,45145,155,10/10,32499810,21/10/23,,,,,,,
9691-NFF,HONDA/C100 BIZ ES,VERM,04/04,155,14/1,13469123,14/01/20,,,,,,,
9709-JHE,VW/GOL 1.6,PRETA/3257,08/09,155,6/2,18162048,06/02/21,,,,,,,
9709-JUX,YAMAHA/CRYPTON T105E,BEGE/2289,44290,155,31/10,22269327,30/11/21,,,,,,,
9714-MOG,VW/SAVEIRO CROSS,BRANCA/4612,44177,157,28/11,17283713,06\02,,,,,,,
9735-JJU,HONDA/ CG 150 TITAN KS,CINZA/2842,8/8,155,21/05,35908259,22/05/24,,,,,,,
9735-NGM,HONDA/CG 150 TITAN,AZUL/2012,06/06,155,29/11,33101661,30/11/23,,,,,,,
9735-NGM,HONDA/CG 150 TITAN,AZUL/2012,06/06,155,29/11,33101661,30/11/23,,,,,,,
9742- KDR, VW/GOL 16V  ,VERM/4932, 99/99,155,30/5,19648289,30/05/21,,,,,,,
9747-DBF,VW GOL SPECIAL,CINZA/0108,02/02,155,10/08,Obs: Recuperado DF,11/08\24,,,,,,,
9751-NKZ,YAMAHA/FACTOR YBR125,PRATA/7799,08/09,155,20/11,27455739,21/11/22,,,,,,,
9752-PQL ,HONDA/CG 160 FAN,PRATA/9164,16/16,157,04/12,27871166,05/12/22,,,,,,,
9776-PQV,VW/SAVEIRO CROSS ,PRATA/2302,12/13,157,22/4,10071014,28/11/20,,,,,,,
9788-NKZ,HONDA/BIZ125KS,VERM/9865,09/09,155,14/10,38708653,08/11/24,,,,,,,
9803-KFB,VW/UP TAKE MA,PRATA/4624,15/16,157,7/12,13054267,23/04/19,,,,,,,
9806-KBX,VW/VOYAGE,PRATA/6801,11/12,157,8/3,14190939,11/12/19,,,,,,,
9817-GWV,YAMAHA 150 FAZER SED,PRETA/2338,18/18,157,28/3,14387073,11/03/20,,,,,,,
9834-GOT,FIAT UNO MILLE,BEGE/1474,91/91,155,24/10,21741689,24/10/21,,,,,,,
9853-JFN,YAMAHA FACTOR YBR 125,PRETA/3208,08/09,155,27/5,15103687,29/03/20,,,,,,,
9862-PZH,YAMAHA YBR 125,VERMELHA/0419,2003,157,1/5,10251618,29/05/20,,,,,,,
9914-NKU,I/SHINERAY XY 50 Q,PRETA/5970,44781,155,10/2,23510861,24/02/22,,,,,,,
9923-JEC,YAMAHA/ FACTOR YBR 125 ,VERM/5424,12/12,157,1/4,14427951,07/05/19,,,,,,,
9925-BNM,GM/KADETT SL EFI,CINZA/7951,93/93,155,22/12,17636369,26/12/20,,,,,,,
9947-KEF,HONDA/CG 125 TITAN KS,AZUL,00/00,155,15/4,12085938,25/09/19,,,,,,,
9972-AAG,GM/CARAVAN LUXO ,BEGE/2851,82/82,155,20/05,24811798,21/05/22,,,,,,,
9972-KDG,VW/GOL MI,VERM/1514,97/98,155,12/01,33787420,13/01/24,,,,,,,
9982-NPX,YAMAHA/FACTOR YBR 125,AZUL/6847,08/09,155,22/6,15418249,23/12/19,,,,,,,
9984-JTV,HONDA/C100 BIZ,AZUL/4575,99/99,155,27/10,27133699,28/10/22,,,,,,,
9B28-RBZ,FIAT/STRADA FREEDOM CS,BRANCA/8186,20/21,157,21/08,26236285,27/08/22,,,,,,,
9B34-OWZ,FORD/FIESTA,PRATA/2308,14/14,155,31/01,40058141,01\02\25,,,,,,,
9C09-KCC,HONDA/CG 125 TITAN,VERM,94/95,155,23/11/20,17224489,23/11/20,,,,,,,
9C31-JKP,VW/NOVO GOL 1.0,BRANCA/7513,13/13,157,03/06,25032219,04/06/22,,,,,,,
9D55-MWV,YAMAHA/LANDER XTZ 250,AZUL/4153,8/9,155,30/08,31716040,,,,,,,,
9D82-KDT,HONDA/CG 125 TITAN,VERM/1124,99/99,157,07/12,27843303,17/12/22,,,,,,,
9E78-KEU,HONDA/CG125 TITAN,AZUL/7175,02/03,155,05/09,26377120,07/09/22,,,,,,,
9F82-SCE,HONDA/160 TITAN,VERM/7513,22/22,157,08/10,38288458,13/10/24,,,,,,,
9F82-SCE,HONDA/160 TITAN,VERM/7513,22/22,157,08/10,38288458,13/10/24,,,,,,,
9G13-BEL,CHEV/ONIX JOY BLACK,PRATA/5994,20/21,157,11/02,28617743,11/02/23,,,,,,,
9G97-PQE,HONDA/CG 150 FAN ESDI,VERME/1526,15/15,157,10/02,34261649,11/02/24,,,,,,,
9H05-PBM,FIAT CRONOS DRIVE COR BRANCA 18/19. ART 168 CPB                 32415759,,,,,,15/10/23,,,,,,,
9J06-PRF,HONDA/ CG 160 FAN  (NERÓPOLIS),VERM/4020,17/18,155,10/08,,,,,,,,,
9J53-HTX,FORD/KA,PRETA/4500,04/04,155,20/02,,,,,,,,,
JFW1E94,CORSA,PRATA\7288,28\06,155,,,,,,,,,,
JPS-0562,GM CORSA CLASSIC ,PRATA/8144,04/05,155,14/02,40281443,14/02/25,,,,,,,
KDC-8091,VW/GOL MI /,VERM/7774,97/98,155,18/01,,25/01/25,,,,,,,
ONH-1A91,HONDA/CG 150 TITAN EX,PRETA,13/14,155,,32812852,11/11/23,,,,,,,
3855-NLM,HONDA/ CG 125 FAN ,PRETA/4904,09/09,155,29/04,41544247,02/05/25,,,,,,,
4817-KEF,HONDA/BIZ C 100 ES,VERM/5013,00/00,155,28/04,41554879,02/05/25,,,,,,,
9864-KEE,HONDA/CG TITAN 125 (ABADIANIA),VERM/8284,01/01,155,30/04,41563078,03/05/25,,,,,,,
0087-ONF,TRAXX/JL50Q,VERM/3476,13/13,155,29/04,41627165,07/05/25,,,,,,,
9G02-RCB,HONDA/ CG 160 FAN,PRETA/1360,21/21,157,06/05,41660642,09/05//25,,,,,,,
0H21-NWB,HONDA/CG 125 FAN KS,VERM/0318,10/10,155,10/05,41673735,,,,,,,,
9E54-PRI,HONDA/ CG 160 TITAN ,PRATA/4525,19/19,157,12/05,41735392,13/05/25,,,,,,,
0I51-PAX,FIAT/ MOBI LIKE,VERM/4023,17/17,157,18/05,2287438,19/05/25,,,,,,,
3728-DLI,YAMAHA/YBR 125 K,VERM/1519,05/05,155,04/05,41824259,19/05/25,,,,,,,
2J08-KET,HONDA CG 15 TITAN,VERM/3668,02/03,155,12/05,41834367,20/05/25,,,,,,,
4C81-NKC,FIAT/SIENA FIRE,PRATA/8277,08/08,155,17/05,41863941,22/05/25,,,,,,,
6871-ONL,HONDA/CG 125 FAN KS ,VERM/5694,13/14,155,21/05,41876960,22/05/25,,,,,,,
HPA-0706,FIET/PALIO WEEKEND ,VERM/,98/98,155,24/05,41915386,25/05/25,,,,,,,
6C47-SDE,YAMAHA/ FZ15 FAZER,VERM/9759,23/24,157,31/05,4213609,31/05/25,,,,,,,
4G51-PRM,HONDA/CG 160 FAN,VERM/4050,18/18,157,02/06,42059146,03/06/25,,,,,,,
7148-KEX,HONDA/CG 125 TITAN KS ,VERM/7073,02/03,157,27/05,42074693,04/06/25,,,,,,,
6704-JDV,FIAT/UNO ELETRONIC ,AZUL/2404,94/94,155,07/05,42071402,04/06/25,,,,,,,
0B31-JJK,FIAT UNO/SPORTING,AMAR/7142,12/12,157,04/06,42091076,05/06/25,,,,,,,
8H15-NKH,VW/GOL 1.0,PRATA/4743,08/09,155,09/06,42145154,09/06/25,,,,,,,
8138-KEX,HONDA/CG 125 TITAN ES,VERDE/1117,2/3,155,06/06,42145237,09/06/25,,,,,,,
4516-NLA,HONDA/ CG 125 CARGO,BRANC/2650,09/09,155,31/05,VEICULO FURTADO PELO FILHO,,,,,,,,
2J03-QOR,RENAULT/ LOGAN ,PRATA/2604,18/19,155,04/06,42162176,10/06/25,,,,,,,
2027-NWN,HONDA/CG 125 FAN ES,PRETA/3693,11/11,155,09/06,42172731,10/06/25,,,,,,,
5974-OND,HONDA/ BIZ 125  (CORUMBÁ) ,ROSA/4537,13/13,157,14/05,42224200,15/06/25,,,,,,,
4035-KCB,VW/PARATI CL,BEJE/1542,91/91,155,16/06,422668698,16/05/25,,,,,,,
2F38-FQK,FIAT/TORO VOLCANO AT9 D4,BRANCA/6057,21/21,155,11/06,42268893,16/05/25,,,,,,,
3992-KEJ,GM/S10 DELUXE 2.8 ,BRANCA/8099,01/01,155,13/05,42272815,17/06/25,,,,,,,
1J41-NFV,HONDA/BIZ C100,VERM/0689,5/5,155,21/06,42417868,25/06/25,,,,,,,
5E66-BZY,GM / CORSA WIND,PRETA/1189,95/96,155,25/06,42425199,26/06/26,,,,,,,
1128-PQB,R/JUNIOR CIA 501(CARRETINHA),CINZA/1663,15/15,155,27/06,42450904,28/06/25,,,,,,,
8A71-NGT,HONDA/CBX 250 TWISTER,VERM/4961,06/07,155,19/06,42536396,03/07/25,,,,,,,
6024-JEX,GM/CHEVETTE MARAJO ,DOURADO/8184,87/87,155,15/06,42530784,03/07/25,,,,,,,
2326-KDU,HONDA/CG 125 TITAN,VERM/4872,99/99,155,11/06,42527447,03/07/25,,,,,,,
7J51-GFS,MOTU/ SPORT 110 I,PRETA/0107,23/24,155,22/06,42549448,04/06/25,,,,,,,
7J82-JGG,VW/GOL 1.0 ,VERM/9408,07/07,155,09/07,42617438,09/07/25,,,,,,,
5I19-QXJ,FORD KA SE 1.0,BRANCA/9226,20/20,155,12/07,42681739,13/07/25,,,,,,,
4C30-CPT,FIAT/MOBI LIKE,BRANCA/3181,19/20,157,14/07,42716503,15/07/25,,,,,,,
2J39-KBJ,HONDA / CG 125 TODAY,VERM/3832,89/89,155,04/08,43155192,12/08/25,,,,,,,
6D44-JKE,CHEVROLET/ SONIC LTZ,VERM/8693,12/12,155,15/08,,,,,,,,,
3312-JOI,HONDA/CG 125 TITAN KS ,VERM/0343,00/00,155,26/08,43418714,29/08/25,,,,,,,
0G92-QTQ,YAMAHA/ FAZER FZ25,PRETA/8111,20/20,155,28/08,43430676,30/08/25,,,,,,,
1I65-KBT,HONDA/ CG 125,VERM/9391,85/85,155,30/08,43479342,01/09/25,,,,,,,
0G56-HMA,VW/GOL 1.0 (G4),PRATA/5052,45972,155,19/09,43775917,20/09/25,,,,,,,
0A70-NTS,FORD/KA ,PRATA/6041,10/11,157,22/09,43811992,22/09/25,,,,,,,
0H58-NLN,HONDA/CG 125 FAN KS,PRETA/9361,10/11,155,03/09,43814372,22/09/25,,,,,,,
5I65-QNX,HONDA/CG 160 START,PRETA/6255,18/18,155,09/09,43606834,22/09/25,,,,,,,
5I65-QNX,HONDA/CG 160 START,PRETA/6255,18/18,155,09/09,,,,,,,,,
9H18-PQC,HONDA/CG 160 FAN,VERM/5408,15/16,155,29/09,43924631,30/09/25,,,,,,,
1G22-KES,HONDA/C100 BIS,PRETA/6931,02/03,155,28/09,6232769,,,,,,,,
3349-KES,GM/CORSA CLASSIC,PRATA/1856,02/03,155,22/10,44421786,31/10/25,,,,,,,
5855-HRI,GM BLAZER DLX,VERDE/0217,98/98,155,16/10,44455578,03/11/25,,,,,,,
8087-PRN,HONDA/CG 160 TITAN,PRATA/8532,18/19,155,16/11,44691144,,,,,,,,
9C88-NVU,HONDA/CG 125 FAN KS,VERM/4068,10/10,155,21/11,44759663,23/11/25,,,,,,,
4002-ONG,FORD/KA SE 1.0,VERM/7173,14/15,157,27/11,44799511,26/11/25,,,,,,,
9788-NKZ,HONDA/ BIZ 125 KS,VERM/9865,09/09,155,02/11,44999673,09/12/25,,,,,,,
9194-KEI,CORSA/WIND,CINZA/3918,1/1,155,14/12,,,,,,,,,
2715 - NVR,HONDA CG 150 TITAN,VERDE - 6446,10,155,29/12,45322409,31/12/25,,,,,,,
7A00 - SCN,FORD RANGER - PRETA - 2023 - FURTADO  EM SÃO FRANCISCO - OCR EM CAMPO LIMPO,,,,,,,,,,,,,
7538-PZN,FORD ECOSPORT SE (PIRENOPOLIS),PRATA - 9485,17,155,31/12,45385436,05/01/25,,,,,,,
7C03-OOC ,HONDA/ CG 150 FAN,VERM - 9442,14/14,155,11/01,45504456,13/01/25,,,,,,,
2125-PQW,HONDA / CG 160 TITAN EX,BRANC-5918,16/16,155,12/1,45508787,13/01/25,,,,,,,
1374-OMP,HONDA/ CG150 TITAN ESD,VERM- 5967,06/07,155,12/01,45548081,16/01/25,,,,,,,
2132-OGP,TRAXX/JL50 Q2,VERM-2828,12/12,155,24/01,45676277,24/01/26,,,,,,,
7A94-NFY,CELTA 4P SPIRIT - PRATA -  05/06 - 168 (45520834),,,,,,,,,,,,,
3918-JQB,VOLVO/FH12 380 4X2T,BRANC-7493,3/3,157,24/01,45683213,24/01/26,,,,,,,
4I96-OHA,I/JAC J3 TURIN,AZUL-3390,11/12,157,23/01,45721246,27/01/26,,,,,,,
6A67-RBM,CHEV/ONIX 12.0 MT,BRANC-,,,,45719313,,,,,,,,
0009-OLH,HONDA CG 125 FAN KS,ROXA/6584,12/12,155,28/01,45757137,29/01/26,,,,,,,
6I79-KEC,FIAT/ PALIO EX ,VERDE - 5157,00/01,157,03/01,45450158,04/01/26,,,,,,,
8A52-TFN,SHINERAY/SHI 175 ,PRETA-6016,25/25,155,30/01,45818501,03/02/26,,,,,,,
6A67-RBM,CHEV/ONIX 1.0 LT,BRANC/2614,20/21,155,26/01,45719313,27/01/26,,,,,,,
0618-JJJ,RENAULT/ SANDERO STEPWAY,PRETA - 7147,11/12,155,17/12,45760065,30/01/26,,,,,,,
6350-KED,VW/GOL,CINZA/5593,00/01,155,23/02,46122333,24/02/26,,,,,,,
2H88-OMN,YAMAHA /FAZER 250,BRANC/6578,14/15,155,24/12,46175909,87/02/26,,,,,,,
7705-NXC        ,HONDA/ NXR 150 BROS,PRETA/5414,11/11,155,04/03,46260778,05/03/26,,,,,,,
7397-OMY,HONDA/ CG 150 TITAN,VERM/3435,12/13,155,02/03,46300003,08/03/26,,,,,,,
6H28-ONO,HONDA/CG 150 FAN,PRATA/5728,14/15,155,27/03,46557790,27/03/26,,,,,,,
2233-BFN,GM/ MONZA SL 2.0,VERM/5629,91/91,155,05/04,,,,,,,,,
